  1.329787234042600E-004 -7.668262342792237E-011
  1.362632978723400E-004 -8.250631127666444E-011
  1.396290013297900E-004 -8.877228107460970E-011
  1.430778376626300E-004 -9.551412207442279E-011
  1.466118602529000E-004 -1.027679798030399E-010
  1.502331732011500E-004 -1.105727346590671E-010
  1.539439325792100E-004 -1.189702246695064E-010
  1.577463477139200E-004 -1.280054653516561E-010
  1.616426825024600E-004 -1.377268909299969E-010
  1.656352567602700E-004 -1.481866139850302E-010
  1.697264476022400E-004 -1.594407048073439E-010
  1.739186908580200E-004 -1.715494919674985E-010
  1.782144825222100E-004 -1.845778857126418E-010
  1.826163802405100E-004 -1.985957259237860E-010
  1.871270048324500E-004 -2.136781564986209E-010
  1.917490418518100E-004 -2.299060281671855E-010
  1.964852431855500E-004 -2.473663318993065E-010
  2.013384286922400E-004 -2.661526652275288E-010
  2.063114878809400E-004 -2.863657339849372E-010
  2.114073816315900E-004 -3.081138921477903E-010
  2.166291439578900E-004 -3.315137226765969E-010
  2.219798838136500E-004 -3.566906624693644E-010
  2.274627869438500E-004 -3.837796747773040E-010
  2.330811177813700E-004 -4.129259726870551E-010
  2.388382213905600E-004 -4.442857975485936E-010
  2.447375254589100E-004 -4.780272565204143E-010
  2.507825423377500E-004 -5.143312237229853E-010
  2.569768711334900E-004 -5.533923098303186E-010
  2.633241998504900E-004 -5.954199052973578E-010
  2.698283075867900E-004 -6.406393028162750E-010
  2.764930667841900E-004 -6.892929050171076E-010
  2.833224455337600E-004 -7.416415238886527E-010
  2.903205099384400E-004 -7.979657788836295E-010
  2.974914265339200E-004 -8.585676012035837E-010
  3.048394647693100E-004 -9.237718523274147E-010
  3.123689995491100E-004 -9.939280654592431E-010
  3.200845138379700E-004 -1.069412319231620E-009
  3.279906013297700E-004 -1.150629253706618E-009
  3.360919691826200E-004 -1.238014239484746E-009
  3.443934408214300E-004 -1.332035711545265E-009
  3.528999588097200E-004 -1.433197680332011E-009
  3.616165877923200E-004 -1.542042433544582E-009
  3.705485175107900E-004 -1.659153443117465E-009
  3.797010658933000E-004 -1.785158492969896E-009
  3.890796822208700E-004 -1.920733044294894E-009
  3.986899503717200E-004 -2.066603856425220E-009
  4.085375921459000E-004 -2.223552882687690E-009
  4.186284706719100E-004 -2.392421462128218E-009
  4.289685938975000E-004 -2.574114829579562E-009
  4.395641181667700E-004 -2.769606968247337E-009
  4.504213518854900E-004 -2.979945830825833E-009
  4.615467592770600E-004 -3.206258957134037E-009
  4.729469642312100E-004 -3.449759518383385E-009
  4.846287542477200E-004 -3.711752820480124E-009
  4.965990844776300E-004 -3.993643301220283E-009
  5.088650818642300E-004 -4.296942058892114E-009
  5.214340493862800E-004 -4.623274952633993E-009
  5.343134704061200E-004 -4.974391317981815E-009
  5.475110131251500E-004 -5.352173344314475E-009
  5.610345351493400E-004 -5.758646164477913E-009
