  2.083333333333300E-004 -1.537532181356226E-009
  2.134791666666700E-004 -1.654300584435602E-009
  2.187521020833300E-004 -1.779937003497436E-009
  2.241552790047900E-004 -1.915114923023590E-009
  2.296919143962100E-004 -2.060559081786418E-009
  2.353653046818000E-004 -2.217049053687573E-009
  2.411788277074400E-004 -2.385423716054571E-009
  2.471359447518100E-004 -2.566585656439909E-009
  2.532402025871800E-004 -2.761506009513093E-009
  2.594952355910800E-004 -2.971229663120380E-009
  2.659047679101800E-004 -3.196880859491881E-009
  2.724726156775600E-004 -3.439669221839034E-009
  2.792026892848000E-004 -3.700896238641226E-009
  2.860989957101400E-004 -3.981962240384078E-009
  2.931656409041800E-004 -4.284373906149301E-009
  3.004068322345100E-004 -4.609752340292117E-009
  3.078268809907000E-004 -4.959841762507254E-009
  3.154302049511700E-004 -5.336518857861697E-009
  3.232213310134600E-004 -5.741802836919651E-009
  3.312048978895000E-004 -6.177866259886073E-009
  3.393856588673700E-004 -6.647046682792381E-009
  3.477684846413900E-004 -7.151859188154509E-009
  3.563583662120300E-004 -7.695009867274906E-009
  3.651604178574700E-004 -8.279410326461353E-009
  3.741798801785500E-004 -8.908193294922787E-009
  3.834221232189600E-004 -9.584729418011875E-009
  3.928926496624700E-004 -1.031264532583175E-008
  4.025970981091300E-004 -1.109584307406775E-008
  4.125412464324300E-004 -1.193852106125915E-008
  4.227310152193100E-004 -1.284519653462984E-008
  4.331724712952300E-004 -1.382072980513537E-008
  4.438718313362200E-004 -1.487035030152224E-008
  4.548354655702200E-004 -1.599968460306592E-008
  4.660699015698100E-004 -1.721478660125956E-008
  4.775818281385800E-004 -1.852216995213605E-008
  4.893780992936000E-004 -1.992884299318269E-008
  5.014657383461600E-004 -2.144234631202959E-008
  5.138519420833100E-004 -2.307079316828416E-008
  5.265440850527600E-004 -2.482291298521902E-008
  5.395497239535700E-004 -2.670809814441673E-008
  5.528766021352200E-004 -2.873645433426664E-008
  5.665326542079600E-004 -3.091885472213506E-008
  5.805260107669000E-004 -3.326699824068555E-008
  5.948650032328400E-004 -3.579347230071585E-008
  6.095581688126900E-004 -3.851182026673062E-008
  6.246142555823600E-004 -4.143661405695976E-008
  6.400422276952500E-004 -4.458353225691963E-008
  6.558512707193199E-004 -4.796944416539300E-008
  6.720507971060900E-004 -5.161250022314871E-008
  6.886504517946100E-004 -5.553222930937694E-008
  7.056601179539400E-004 -5.974964342716445E-008
  7.230899228674000E-004 -6.428735033938569E-008
  7.409502439622200E-004 -6.916967475860624E-008
  7.592517149880900E-004 -7.442278874079082E-008
  7.780052323482900E-004 -8.007485198165864E-008
  7.972219615873000E-004 -8.615616276782375E-008
  8.169133440385000E-004 -9.269932039183414E-008
  8.370911036362500E-004 -9.973939990178716E-008
  8.577672538960700E-004 -1.073141401221205E-007
  8.789541050673000E-004 -1.154641459536802E-007
  9.006642714624700E-004 -1.242331060371943E-007
  9.229106789675900E-004 -1.336680269471931E-007
  9.457065727380900E-004 -1.438194851714758E-007
  9.690655250847200E-004 -1.547418982271459E-007
  9.930014435543099E-004 -1.664938163661444E-007
  1.017528579210100E-003 -1.791382364342178E-007
  1.042661535116600E-003 -1.927429395656321E-007
  1.068415275034000E-003 -2.073808545236039E-007
  1.094805132327300E-003 -2.231304486344695E-007
  1.121846819095800E-003 -2.400761484107316E-007
  1.149556435527500E-003 -2.583087921177598E-007
  1.177950479485000E-003 -2.779261167102976E-007
  1.207045856328300E-003 -2.990332817484172E-007
  1.236859888979600E-003 -3.217434331016509E-007
  1.267410328237400E-003 -3.461783094628472E-007
  1.298715363344800E-003 -3.724688949223159E-007
  1.330793632819500E-003 -4.007561211009308E-007
  1.363664235550100E-003 -4.311916226052855E-007
  1.397346742168200E-003 -4.639385498542886E-007
  1.431861206699700E-003 -4.991724436341364E-007
  1.467228178505200E-003 -5.370821760697059E-007
  1.503468714514300E-003 -5.778709630551185E-007
  1.540604391762800E-003 -6.217574535716059E-007
  1.578657320239300E-003 -6.689769017300661E-007
  1.617650156049300E-003 -7.197824278211372E-007
  1.657606114903700E-003 -7.744463751325207E-007
  1.698548985941800E-003 -8.332617698045666E-007
  1.740503145894600E-003 -8.965438915509107E-007
  1.783493573598100E-003 -9.646319636605293E-007
  1.827545864866000E-003 -1.037890971341999E-006
  1.872686247728200E-003 -1.116713618154048E-006
  1.918941598047100E-003 -1.201522431009430E-006
  1.966339455518900E-003 -1.292772025033842E-006
  2.014908040070200E-003 -1.390951540419261E-006
  2.064676268659900E-003 -1.496587264332580E-006
  2.115673772495800E-003 -1.610245451931158E-006
