#   533 0.10247000000000E+01 1   0.9873 0.60000000000000E+01
   1 0.18382352941176E-03 0.13381269552635E-07 -.48311940519678E+01
   2 0.18836397058824E-03 0.14050468047276E-07 -.48311772570031E+01
   3 0.19301656066176E-03 0.14753133218863E-07 -.48311596221702E+01
   4 0.19778406971011E-03 0.15490938738920E-07 -.48311411056837E+01
   5 0.20266933623195E-03 0.16265642093994E-07 -.48310028512544E+01
   6 0.20767526883688E-03 0.17079088443049E-07 -.48309608330870E+01
   7 0.21280484797715E-03 0.17933215325619E-07 -.48308947838278E+01
   8 0.21806112772219E-03 0.18830057179674E-07 -.48308395179955E+01
   9 0.22344723757692E-03 0.19771750185343E-07 -.48307785641615E+01
  10 0.22896638434507E-03 0.20760537353359E-07 -.48307148907405E+01
  11 0.23462185403840E-03 0.21798773867669E-07 -.48306484727209E+01
  12 0.24041701383315E-03 0.22888932695232E-07 -.48305792004845E+01
  13 0.24635531407482E-03 0.24033610476359E-07 -.48305069674867E+01
  14 0.25244029033247E-03 0.25235533709636E-07 -.48304316431555E+01
  15 0.25867556550368E-03 0.26497565246151E-07 -.48303530880189E+01
  16 0.26506485197163E-03 0.27822711108503E-07 -.48302711467789E+01
  17 0.27161195381532E-03 0.29214127650826E-07 -.48301856536074E+01
  18 0.27832076907456E-03 0.30675129076887E-07 -.48300964291632E+01
  19 0.28519529207070E-03 0.32209195334173E-07 -.48300032842321E+01
  20 0.29223961578485E-03 0.33819980402753E-07 -.48299060153264E+01
  21 0.29945793429474E-03 0.35511320998670E-07 -.48298044088594E+01
  22 0.30685454527182E-03 0.37287245712599E-07 -.48296982403749E+01
  23 0.31443385254003E-03 0.39151984605519E-07 -.48295872707181E+01
  24 0.32220036869777E-03 0.41109979284274E-07 -.48294712506499E+01
  25 0.33015871780460E-03 0.43165893481012E-07 -.48293499185351E+01
  26 0.33831363813438E-03 0.45324624161709E-07 -.48292229978794E+01
  27 0.34666998499630E-03 0.47591313190223E-07 -.48290901989802E+01
  28 0.35523273362571E-03 0.49971359575678E-07 -.48289512192995E+01
  29 0.36400698214626E-03 0.52470432332337E-07 -.48288057406052E+01
  30 0.37299795460527E-03 0.55094483982607E-07 -.48286534294012E+01
  31 0.38221100408402E-03 0.57849764735323E-07 -.48284939363953E+01
  32 0.39165161588490E-03 0.60742837373101E-07 -.48283268951377E+01
  33 0.40132541079726E-03 0.63780592884203E-07 -.48281519218693E+01
  34 0.41123814844395E-03 0.66970266876158E-07 -.48279686143625E+01
  35 0.42139573071051E-03 0.70319456810238E-07 -.48277765513155E+01
  36 0.43180420525906E-03 0.73836140097826E-07 -.48275752907521E+01
  37 0.44246976912896E-03 0.77528693101792E-07 -.48273643700442E+01
  38 0.45339877242645E-03 0.81405911088137E-07 -.48271433042736E+01
  39 0.46459772210538E-03 0.85477029175418E-07 -.48269115855680E+01
  40 0.47607328584138E-03 0.89751744331865E-07 -.48266686811873E+01
  41 0.48783229600167E-03 0.94240238472575E-07 -.48264140333780E+01
  42 0.49988175371291E-03 0.98953202711813E-07 -.48261470577683E+01
  43 0.51222883302962E-03 0.10390186282817E-06 -.48258671418318E+01
  44 0.52488088520545E-03 0.10909800600325E-06 -.48255736442264E+01
  45 0.53784544307002E-03 0.11455400889755E-06 -.48252658928138E+01
  46 0.55113022551385E-03 0.12028286713046E-06 -.48249431837413E+01
  47 0.56474314208404E-03 0.12629822623455E-06 -.48246047794167E+01
  48 0.57869229769352E-03 0.13261441415785E-06 -.48242499075242E+01
  49 0.59298599744655E-03 0.13924647539168E-06 -.48238777593256E+01
  50 0.60763275158348E-03 0.14621020680514E-06 -.48234874875326E+01
  51 0.62264128054759E-03 0.15352219527173E-06 -.48230782054965E+01
  52 0.63802052017712E-03 0.16119985717770E-06 -.48226489843178E+01
  53 0.65377962702549E-03 0.16926147990624E-06 -.48221988518909E+01
  54 0.66992798381302E-03 0.17772626539627E-06 -.48217267906556E+01
  55 0.68647520501320E-03 0.18661437587972E-06 -.48212317355427E+01
  56 0.70343114257703E-03 0.19594698190600E-06 -.48207125720380E+01
  57 0.72080589179868E-03 0.20574631276839E-06 -.48201681339459E+01
  58 0.73860979732611E-03 0.21603570945213E-06 -.48195972013178E+01
  59 0.75685345932006E-03 0.22683968023059E-06 -.48189984979239E+01
  60 0.77554773976527E-03 0.23818395904172E-06 -.48183706894048E+01
  61 0.79470376893747E-03 0.25009556678406E-06 -.48177123801809E+01
  62 0.81433295203023E-03 0.26260287567814E-06 -.48170221114770E+01
  63 0.83444697594537E-03 0.27573567684667E-06 -.48162983584361E+01
  64 0.85505781625122E-03 0.28952525127444E-06 -.48155395276536E+01
  65 0.87617774431263E-03 0.30400444431699E-06 -.48147439543005E+01
  66 0.89781933459715E-03 0.31920774393554E-06 -.48139098994971E+01
  67 0.91999547216170E-03 0.33517136284451E-06 -.48130355471780E+01
  68 0.94271936032409E-03 0.35193332476726E-06 -.48121190015317E+01
  69 0.96600452852410E-03 0.36953355500564E-06 -.48111582835061E+01
  70 0.98986484037864E-03 0.38801397553897E-06 -.48101513282349E+01
  71 0.10143145019360E-02 0.40741860487897E-06 -.48090959815548E+01
  72 0.10393680701338E-02 0.42779366291870E-06 -.48079899969011E+01
  73 0.10650404614661E-02 0.44918768102487E-06 -.48068310321462E+01
  74 0.10913469608643E-02 0.47165161763626E-06 -.48056166463284E+01
  75 0.11183032307977E-02 0.49523897964311E-06 -.48043442960585E+01
  76 0.11459253205984E-02 0.52000594983708E-06 -.48030113325115E+01
  77 0.11742296760172E-02 0.54601152073494E-06 -.48016149977554E+01
  78 0.12032331490148E-02 0.57331763509513E-06 -.48001524215786E+01
  79 0.12329530077955E-02 0.60198933346169E-06 -.47986206177967E+01
  80 0.12634069470880E-02 0.63209490908708E-06 -.47970164810531E+01
  81 0.12946130986811E-02 0.66370607060297E-06 -.47953367833022E+01
  82 0.13265900422185E-02 0.69689811282644E-06 -.47935781704464E+01
  83 0.13593568162613E-02 0.73175009610854E-06 -.47917371589558E+01
  84 0.13929329296229E-02 0.76834503465233E-06 -.47898101325332E+01
  85 0.14273383729846E-02 0.80677009424916E-06 -.47877933389618E+01
  86 0.14625936307974E-02 0.84711679990408E-06 -.47856828867423E+01
  87 0.14987196934780E-02 0.88948125384505E-06 -.47834747421885E+01
  88 0.15357380699070E-02 0.93396436443525E-06 -.47811647262763E+01
  89 0.15736708002337E-02 0.98067208653389E-06 -.47787485118516E+01
  90 0.16125404689994E-02 0.10297156738780E-05 -.47762216208667E+01
  91 0.16523702185837E-02 0.10812119440865E-05 -.47735794217918E+01
  92 0.16931837629827E-02 0.11352835569177E-05 -.47708171271541E+01
  93 0.17350054019284E-02 0.11920593064436E-05 -.47679297913786E+01
  94 0.17778600353560E-02 0.12516744278363E-05 -.47649123086550E+01
  95 0.18217731782293E-02 0.13142709194978E-05 -.47617594111371E+01
  96 0.18667709757316E-02 0.13799978813007E-05 -.47584656673987E+01
  97 0.19128802188322E-02 0.14490118697457E-05 -.47550254810147E+01
  98 0.19601283602373E-02 0.15214772708809E-05 -.47514330895095E+01
  99 0.20085435307352E-02 0.15975666918733E-05 -.47476825634983E+01
 100 0.20581545559443E-02 0.16774613721636E-05 -.47437678062345E+01
 101 0.21089909734762E-02 0.17613516151846E-05 -.47396825532734E+01
 102 0.21610830505210E-02 0.18494372416721E-05 -.47354203725784E+01
 103 0.22144618018689E-02 0.19419280656475E-05 -.47309746649135E+01
 104 0.22691590083751E-02 0.20390443942064E-05 -.47263386644552E+01
 105 0.23252072358819E-02 0.21410175523051E-05 -.47215054398604E+01
 106 0.23826398546082E-02 0.22480904337929E-05 -.47164678955489E+01
 107 0.24414910590170E-02 0.23605180800058E-05 -.47112187733189E+01
 108 0.25017958881748E-02 0.24785682872984E-05 -.47057506543153E+01
 109 0.25635902466127E-02 0.26025222449623E-05 -.47000559612558E+01
 110 0.26269109257040E-02 0.27326752050505E-05 -.46941269609523E+01
 111 0.26917956255689E-02 0.28693371857046E-05 -.46879557671805E+01
 112 0.27582829775204E-02 0.30128337096601E-05 -.46815343437361E+01
 113 0.28264125670652E-02 0.31635065796894E-05 -.46748545078383E+01
 114 0.28962249574717E-02 0.33217146928313E-05 -.46679079337203E+01
 115 0.29677617139213E-02 0.34878348953461E-05 -.46606861565034E+01
 116 0.30410654282551E-02 0.36622628804342E-05 -.46531805762713E+01
 117 0.31161797443330E-02 0.38454141308579E-05 -.46453824623697E+01
 118 0.31931493840180E-02 0.40377249087122E-05 -.46372829578926E+01
 119 0.32720201738033E-02 0.42396532947035E-05 -.46288730843762E+01
 120 0.33528390720962E-02 0.44516802794138E-05 -.46201437466815E+01
 121 0.34356541971770E-02 0.46743109091499E-05 -.46110857380353E+01
 122 0.35205148558473E-02 0.49080754891103E-05 -.46016897452733E+01
 123 0.36074715727867E-02 0.51535308467359E-05 -.45919463542679E+01
 124 0.36965761206345E-02 0.54112616582566E-05 -.45818460555319E+01
 125 0.37878815508142E-02 0.56818818415965E-05 -.45713792500438E+01
 126 0.38814422251193E-02 0.59660360189565E-05 -.45605362552970E+01
 127 0.39773138480798E-02 0.62644010525616E-05 -.45493073115816E+01
 128 0.40755535001273E-02 0.65776876572345E-05 -.45376825885545E+01
 129 0.41762196715805E-02 0.69066420936390E-05 -.45256521921096E+01
 130 0.42793722974685E-02 0.72520479462308E-05 -.45132061716012E+01
 131 0.43850727932160E-02 0.76147279901547E-05 -.45003345274635E+01
 132 0.44933840912084E-02 0.79955461515385E-05 -.44870272192490E+01
 133 0.46043706782613E-02 0.83954095658599E-05 -.44732741741735E+01
